S No,Product_Name,Product_Author,Book_Format,Sales_Price,Product_Rating,Genre,State,Region,Date,Cost_Price,Page_Count
13321,Others,James Herbert,Hardcover,58,4,Thriller,Illinois,Midwest,6/1/2023,42.63,372
13322,The Wrath of Angels,John Connolly,Paperback,9.99,4.5,Sci-Fi,Massachusetts,Northeast,6/1/2023,7.34,116
13323,Total Chaos,Jean-Claude Izzo,Hardcover,8.99,4,Comedy,Nevada,West,6/1/2023,6.61,123
13324,Look Both Ways,Linwood Barclay,Hardcover,20,5,Romance,Washington,West,6/1/2023,14.7,170
13325,Widespread Panic,James Ellroy,Paperback,9.99,4.5,Romance,Florida,South,6/1/2023,7.34,76
13326,Desperate Undertaking,Lindsey Davis,Paperback,79,1.5,Poetry,California,West,6/1/2023,58.06,743
13327,The Thicket,Joe R. Lansdale,Paperback,9.99,4,Thriller,Oregon,West,6/1/2023,7.34,60
13328,The Bone Collector,Jeffery Deaver,Paperback,9.99,5,Fantasy,Ohio,Midwest,6/1/2023,7.34,118
13329,In A Dry Season,Peter Robinson,Paperback,96,4.5,Non Fiction,California,West,6/1/2023,70.56,600
13330,Life or Death,Michael Robotham,Paperback,10.3,4.5,Non Fiction,North Carolina,South,6/1/2023,7.57,133
13331,Taken At The Flood,Agatha Christie,Paperback,8.99,4.5,Fantasy,North Carolina,South,6/1/2023,6.61,166
13332,Blame it on Paris,Lise McClendon,Paperback,15.1,4,Sci-Fi,Nebraska,Midwest,6/1/2023,11.1,143
13333,MIDWINTER MURDER: Fireside Mysteries from the Queen of Crime,Agatha Christie,Hardcover,14.9,4.5,Fantasy,Massachusetts,Northeast,6/1/2023,10.95,116
13334,The River Murders,James Patterson,Paperback,9.81,4.5,Romance,Minnesota,Midwest,6/1/2023,7.21,152
13335,The Moving Finger,Agatha Christie,Paperback,8.99,4.5,Fantasy,Texas,South,6/1/2023,6.61,122
13336,Sacred Hearts,Sarah Dunant,Paperback,9.99,4.5,Thriller,Missouri,Midwest,6/1/2023,7.34,223
13337,Deep Waters,Martin Edwards,Digital,9.83,4.5,Romance,Washington,West,6/1/2023,7.23,
13338,Killing It,Asia Mackay,Paperback,7.99,4.5,Thriller,Pennsylvania,Northeast,6/1/2023,5.87,164
13340,The Lightning Stones,Jack du Brul,Paperback,9.99,5,Sci-Fi,California,West,6/1/2023,7.34,144
13341,The Lady in the Cellar,Sinclair McKay,Hardcover,20,1,Comedy,Michigan,Midwest,6/1/2023,14.7,151
13342,Stalker,Lars Kepler,Paperback,10.4,5,Sci-Fi,Iowa,Midwest,6/1/2023,7.64,187
13343,The Family at Number 11,Kathryn Whitfield,Paperback,10.9,1.5,Thriller,Arizona,West,6/1/2023,8.01,87
13344,The Adventure of the Blue Carbuncle,Arthur Conan Doyle,Hardcover,9.99,4.5,Comedy,Pennsylvania,Northeast,6/1/2023,7.34,70
13345,Salt and Pepper: Unearthing Taboos,Maria Akhanji,Paperback,16.3,4,Non Fiction,Ohio,Midwest,6/1/2023,11.98,189
13346,The Crow Road,Iain Banks,Paperback,10.1,5,Romance,California,West,6/1/2023,7.42,78
13347,Entwined,Lynda La Plante,Paperback,9.99,5,Romance,California,West,6/1/2023,7.34,180
13348,The Strain,Guillermo del Toro,Paperback,10.9,4.5,Non Fiction,Missouri,Midwest,6/1/2023,8.01,131
13349,Treachery,S. J. Parris,Paperback,10.4,5,Thriller,Florida,South,6/1/2023,7.64,115
13350,Forensics,Val McDermid,Paperback,76,4.5,Sci-Fi,South Dakota,Midwest,6/1/2023,55.86,434
13351,Agent in Peril,Alex Gerlis,Paperback,8.99,5,Comedy,Iowa,Midwest,6/1/2023,6.61,148
13352,Escape,James Patterson,Hardcover,20,4,Comedy,Arizona,West,6/1/2023,14.7,214
13353,Sherlock Holmes and the Beast of the Stapletons,James Lovegrove,Hardcover,14.9,4.5,Poetry,California,West,6/1/2023,10.95,143
13354,Daughters of Night,Laura Shepherd-Robinson,Hardcover,14.9,4.5,Romance,California,West,6/1/2023,10.95,76
13355,Birdcage Walk,Helen Dunmore,Paperback,9.99,4.5,Poetry,California,West,6/1/2023,7.34,175
13356,Rogue,James Swallow,Paperback,9.83,5,Thriller,California,West,6/1/2023,7.23,185
13357,Closed Circles,Viveca Sten,Paperback,9.64,4.5,Romance,Washington,West,6/1/2023,7.09,196
13358,The Woman Inside,Anna-Lou Weatherley,Paperback,8.99,4,Sci-Fi,Nevada,West,6/1/2023,6.61,68
13359,N or M?,Agatha Christie,Paperback,8.99,4.5,Thriller,California,West,6/1/2023,6.61,161
13360,Forfeit,Dick Francis,Paperback,56,4.5,Sci-Fi,California,West,6/1/2023,41.16,325
13361,Unnatural Death,Dorothy L Sayers,Paperback,9.99,5,Fantasy,North Dakota,Midwest,6/1/2023,7.34,108
13362,The Temptation of Forgiveness,Donna Leon,Paperback,8.99,4.5,Non Fiction,Texas,South,6/1/2023,6.61,158
13363,Blood and Money,Rachel McLean,Hardcover,12.8,4,Comedy,Illinois,Midwest,6/1/2023,9.41,129
13364,The Angry Sea,James Deegan,Hardcover,9.83,4.5,Comedy,Connecticut,Northeast,6/1/2023,7.23,79
13365,Salvage This World,Michael Farris Smith,Paperback,9.99,4,Thriller,Illinois,Midwest,6/1/2023,7.34,155
13366,When the Night Ends,M J Lee,Paperback,8.99,4.5,Romance,Washington,West,6/1/2023,6.61,161
13367,Dead at First Sight,Peter James,Hardcover,20,4.5,Fantasy,Iowa,Midwest,6/1/2023,14.7,158
13368,Dear Little Corpses,Nicola Upson,Paperback,8.99,4,Poetry,California,West,6/1/2023,6.61,139
13369,Close Call,Stella Rimington,Paperback,9.99,4.5,Comedy,Missouri,Midwest,6/1/2023,7.34,102
13370,A Serial Killer's Daughter,Kerri Rawson,Paperback,12.9,4.5,Poetry,Texas,South,6/1/2023,9.48,181
13371,The Burning Soul,John Connolly,Paperback,56,4.5,Comedy,South Dakota,Midwest,6/1/2023,41.16,276
13372,A Quiver Full of Arrows,Jeffrey Archer,Paperback,9.99,4.5,Poetry,Pennsylvania,Northeast,6/1/2023,7.34,158
13373,A Stranger in the House,Shari Lapena,Digital,9.99,4.5,Fantasy,Florida,South,6/1/2023,7.34,
13374,The House Across the Street,Lesley Pearse,Hardcover,20,4.5,Sci-Fi,Illinois,Midwest,6/1/2023,14.7,149
13375,Blood in the Water,Silver Donald Cameron,Paperback,9.99,1.5,Non Fiction,Pennsylvania,Northeast,6/1/2023,7.34,160
13376,Expo 58,Jonathan Coe,Paperback,82,4.5,Sci-Fi,West Virginia,South,6/1/2023,60.27,283
13377,Praetorian (Eagles of the Empire 11),Simon Scarrow,Digital,9.99,5,Sci-Fi,California,West,6/1/2023,7.34,
13378,Blood Beneath Ben Nevis,Mark Bridgeman,Digital,83,4,Comedy,New York,Northeast,6/1/2023,61,
13379,Agatha Raisin: As The Pig Turns,M.C. Beaton,Paperback,9.99,1,Poetry,Texas,South,6/1/2023,7.34,150
13380,Die Alone,Simon Kernick,Paperback,9.99,5,Thriller,North Carolina,South,6/1/2023,7.34,141
13381,Night Watch,Terry Pratchett,Hardcover,14.9,4.5,Sci-Fi,Colorado,West,6/1/2023,10.95,110
13382,The Clock in the Hatbox,Anthony Gilbert,Paperback,21.1,4.5,Comedy,Texas,South,6/1/2023,15.51,229
13383,Holy Disorders,Edmund Crispin,Paperback,8.99,4.5,Thriller,California,West,6/1/2023,6.61,138
13384,Bad Business,Robert B Parker,Paperback,12.9,1,Comedy,Iowa,Midwest,6/1/2023,9.48,163
13385,Paul Bernardo and Karla Homolka: The Horrific True Story Behind Canada's Ken and Barbie Killers: 7 (Real Crime by Real Killers),Ryan Becker,Paperback,12.7,4,Thriller,North Carolina,South,6/1/2023,9.33,182
13386,Night Over Water,Ken Follett,Paperback,10.9,4.5,Thriller,Texas,South,6/1/2023,8.01,152
13387,A Few Right Thinking Men,Sulari Gentill,Hardcover,16.9,4.5,Sci-Fi,Ohio,Midwest,6/1/2023,12.42,100
13388,Cause of Death,Dr Geoffrey Garrett,Paperback,9.99,4.5,Sci-Fi,New Jersey,Northeast,6/1/2023,7.34,186
13389,Crisis,Nicky Perfect,Paperback,10.4,2,Thriller,Texas,South,6/1/2023,7.64,125
13390,The Thief,Fuminori Nakamura,Paperback,8.99,2,Thriller,Arkansas,South,6/1/2023,6.61,91
13391,Pretty Dead Things (Inspector Ikmen Mystery 10),Barbara Nadel,Paperback,9.99,4,Sci-Fi,Idaho,West,6/1/2023,7.34,114
13392,The Waco Siege: An American Tragedy,Jack Rosewood,Paperback,11.8,4.5,Fantasy,California,West,6/1/2023,8.67,142
13393,The Beach House,Beverley Jones,Paperback,9.99,4,Fantasy,Nevada,West,6/1/2023,7.34,75
13394,One Last Secret,Adele Parks,Hardcover,14.9,4.5,Sci-Fi,Texas,South,6/1/2023,10.95,132
13395,The Windmill Murders,Mandy Morton,Digital,9.64,5,Fantasy,Washington,West,6/1/2023,7.09,
13396,Cry Baby,Mark Billingham,Hardcover,20,4,Sci-Fi,Florida,South,6/1/2023,14.7,79
13397,El Narco,Ioan Grillo,Digital,12.9,4.5,Fantasy,Michigan,Midwest,6/1/2023,9.48,
13398,Run,Jeff Abbott,Digital,8.99,4.5,Poetry,Ohio,Midwest,6/1/2023,6.61,
13399,The Angel,Katerina Diamond,Paperback,8.99,4.5,Thriller,New Jersey,Northeast,6/1/2023,6.61,117
13400,Stardust,Robert B. Parker,Hardcover,13.9,4.5,Comedy,Florida,South,6/1/2023,10.22,105
13401,The Sacred Sword,Scott Mariani,Paperback,9.99,4.5,Sci-Fi,Texas,South,6/1/2023,7.34,160
13402,Killed in Brazil?,Jimmy Tobin,Paperback,8.99,4.5,Sci-Fi,Minnesota,Midwest,6/1/2023,6.61,125
13403,The Mysterious Affair at Styles,Agatha Christie,Hardcover,14.9,5,Non Fiction,California,West,6/1/2023,10.95,130
13404,Death and the Decorator,Simon Brett,Paperback,14.7,4,Thriller,Florida,South,6/1/2023,10.8,187
13405,Operative 66,Andy McDermott,Paperback,9.99,5,Poetry,Michigan,Midwest,6/1/2023,7.34,144
13406,Coffin Road,Peter May,Paperback,9.99,4.5,Fantasy,California,West,6/1/2023,7.34,174
13407,The Lost Ten,Harry Sidebottom,Paperback,8.81,5,Poetry,California,West,6/1/2023,6.48,126
13408,Wayward Angel,George Wethern,Paperback,12.9,4.5,Thriller,Minnesota,Midwest,6/1/2023,9.48,135
13409,And Then There Were None,Agatha Christie,Hardcover,14.9,4.5,Thriller,Iowa,Midwest,6/1/2023,10.95,153
13410,Whispers of the Dead,Simon Beckett,Paperback,98,5,Non Fiction,California,West,6/1/2023,72.03,479
13411,Evil Games,Angela Marsons,Paperback,7.99,4,Poetry,Florida,South,6/1/2023,5.87,122
13412,Slaughter in the Sapperton Tunnel,Edward Marston,Paperback,9.99,4,Comedy,California,West,6/1/2023,7.34,149
13413,The Old Man And Me,Jason Wilson,Paperback,8.99,4,Fantasy,Idaho,West,6/1/2023,6.61,127
13414,The Skin Collector,Jeffery Deaver,Paperback,43,4.5,Comedy,Florida,South,6/1/2023,31.61,285
13415,Timetable of Death,Edward Marston,Digital,8.99,4,Non Fiction,New Jersey,Northeast,6/1/2023,6.61,
13416,The Shut Eye,Belinda Bauer,Paperback,9.99,1.5,Sci-Fi,Michigan,Midwest,6/1/2023,7.34,211
13417,Book of Night,Holly Black,Paperback,31,4.5,Poetry,California,West,6/1/2023,22.79,231
13418,Inside the Kray Family: The Twins' Cousins Tell Their Story for the First Time,Rita Smith,Hardcover,17.9,4.5,Thriller,California,West,6/1/2023,13.16,104
13419,The Guest Book,C. L. Pattison,Audio,7.99,4,Comedy,California,West,6/1/2023,5.87,
13420,Murder on the Oceanic,Edward Marston,Paperback,9.83,4.5,Thriller,California,West,6/1/2023,7.23,102
13421,The Girl in the Eagle's Talons,Karin Smirnoff,Hardcover,22,4.5,Comedy,Arizona,West,6/1/2023,16.17,213
13422,The Whole Truth,David Baldacci,Paperback,10.4,4.5,Sci-Fi,Illinois,Midwest,6/1/2023,7.64,117
13423,The Partisan,Patrick Worrall,Paperback,9.83,4,Romance,Florida,South,6/1/2023,7.23,137
13424,Broken Promise,Simon Toyne,Paperback,6.06,5,Fantasy,Washington,West,6/1/2023,4.45,57
13425,The Murder Game,Tom Hindle,Hardcover,14.9,4.5,Comedy,New York,Northeast,6/1/2023,10.95,100
13426,Nine Lessons,Nicola Upson,Paperback,8.99,4.5,Sci-Fi,Washington,West,6/1/2023,6.61,100
13428,The Stranger,Harlan Coben,Paperback,8.99,1,Fantasy,Michigan,Midwest,6/1/2023,6.61,148
13429,The Black Book,James Patterson,Paperback,9.99,5,Sci-Fi,North Carolina,South,6/1/2023,7.34,146
13430,Maigret,Georges Simenon,Digital,8.99,4.5,Thriller,New York,Northeast,6/1/2023,6.61,
13431,The Legacy,Yrsa Sigurdardottir,Paperback,9.99,4,Fantasy,Illinois,Midwest,6/1/2023,7.34,159
13432,The Queen of the South,Arturo Perez-Reverte,Paperback,13.6,4.5,Thriller,New Jersey,Northeast,6/1/2023,10,136
13433,The Donut Legion,Joe R. Lansdale,Hardcover,22,4,Comedy,Michigan,Midwest,6/1/2023,16.17,147
13434,Delta-v,Daniel Suarez,Hardcover,20.9,4.5,Sci-Fi,Illinois,Midwest,6/1/2023,15.36,77
13435,The Infiltrator,Robert Mazur,Hardcover,9.99,4,Poetry,California,West,6/1/2023,7.34,155
13436,The Nightingale Gallery,Paul Doherty,Digital,8.99,4,Poetry,Illinois,Midwest,6/1/2023,6.61,
13437,"Fentanyl, Inc.",Ben Westhoff,Paperback,14.9,5,Thriller,California,West,6/1/2023,10.95,246
13438,A Peculiar Combination,Ashley Weaver,Paperback,13.9,4,Romance,South Dakota,Midwest,6/1/2023,10.22,283
13439,Sherlock Holmes and the Secret Weapon: the Screenplay of the film,Arthur Conan Doyle,Paperback,11.2,4,Poetry,Washington,West,6/1/2023,8.23,118
13440,Trejo,Danny Trejo,Digital,9.83,4,Sci-Fi,Illinois,Midwest,6/1/2023,7.23,
13441,Condemned,R.C. Bridgestock,Paperback,9.99,4.5,Sci-Fi,Florida,South,6/1/2023,7.34,146
13442,Grave Expectations,Alice Bell,Hardcover,14.9,4,Thriller,California,West,6/1/2023,10.95,97
13443,Juror No. 3,James Patterson,Paperback,9.99,4.5,Comedy,South Dakota,Midwest,6/1/2023,7.34,123
13444,The Temp,Michelle Frances,Paperback,9.99,4.5,Poetry,North Carolina,South,6/1/2023,7.34,140
13445,Hurting Distance,Sophie Hannah,Paperback,9.99,4.5,Poetry,California,West,6/1/2023,7.34,143
13446,Rain Dogs,Adrian McKinty,Paperback,11.3,2.5,Poetry,California,West,6/1/2023,8.31,107
13447,Snapshot,Brandon Sanderson,Hardcover,10.9,4.5,Thriller,Illinois,Midwest,6/1/2023,8.01,99
13448,The House,Tom Watson,Audio,7.99,4.5,Thriller,New Jersey,Northeast,6/1/2023,5.87,
13449,The Killer Across the Table,John E. Douglas,Paperback,10.4,5,Sci-Fi,California,West,6/1/2023,7.64,129
13450,The Girl Who Takes an Eye for an Eye,David Lagercrantz,Digital,9.99,4.5,Fantasy,California,West,6/1/2023,7.34,
13451,Guiltless,Viveca Sten,Paperback,9.64,5,Thriller,California,West,6/1/2023,7.09,123
13452,Streets of Darkness,A. A. Dhand,Paperback,8.99,4.5,Fantasy,Arizona,West,6/1/2023,6.61,137
13453,When the Guilty Cry,M J Lee,Digital,8.99,5,Sci-Fi,California,West,6/1/2023,6.61,
13454,Beneath Dark Waters,Karen Rose,Hardcover,22,4,Sci-Fi,California,West,6/1/2023,16.17,91
13455,The Good Mothers,Alex Perry,Paperback,10.9,4.5,Thriller,Illinois,Midwest,6/1/2023,8.01,169
13456,The Corporation,T J English,Paperback,8.99,4.5,Comedy,Nevada,West,6/1/2023,6.61,144
13457,Miss Nobody,Ethel Carnie,Paperback,15.4,4.5,Romance,Virginia,South,6/1/2023,11.32,97
13458,Wedding Station,David Downing,Paperback,8.99,1,Thriller,California,West,6/1/2023,6.61,93
13459,Zoo,James Patterson,Paperback,8.99,4.5,Comedy,Virginia,South,6/1/2023,6.61,178
13460,The Running Club,Ali Lowe,Hardcover,22,4,Thriller,New Hampshire,Northeast,6/1/2023,16.17,171
13461,True Crime UK,Stefanie Graf,Paperback,10.3,4,Thriller,Florida,South,6/1/2023,7.57,131
13462,Three to Get Deadly,Janet Evanovich,Paperback,61,4.5,Sci-Fi,North Carolina,South,6/1/2023,44.84,488
13463,The Last House Guest,Megan Miranda,Paperback,8.99,4.5,Sci-Fi,Florida,South,6/1/2023,6.61,174
13465,The Make,Jessie Keane,Paperback,10.9,4.5,Sci-Fi,Ohio,Midwest,6/1/2023,8.01,116
13466,Selling St. Christopher,Sven Hughes,Paperback,6.85,4,Sci-Fi,Arkansas,South,6/1/2023,5.03,190
13467,Double Cross,James Patterson,Digital,9.99,5,Sci-Fi,California,West,6/1/2023,7.34,
13468,The Winter Children,Lulu Taylor,Paperback,8.99,4.5,Sci-Fi,Ohio,Midwest,6/1/2023,6.61,115
13469,Bury Them Deep,James Oswald,Paperback,10.9,1.5,Sci-Fi,California,West,6/1/2023,8.01,89
13470,Five Dead Canaries,Edward Marston,Paperback,8.99,4,Thriller,California,West,6/1/2023,6.61,156
13471,The Killing Hills,Chris Offutt,Hardcover,68,4,Sci-Fi,California,West,6/1/2023,49.98,405
13472,Whoreson,Donald Goines,Paperback,14.9,4,Sci-Fi,Missouri,Midwest,6/1/2023,10.95,253
13473,Details Are Unprintable,Allan Levine,Hardcover,20.9,4,Thriller,Iowa,Midwest,6/1/2023,15.36,77
13474,Cold For The Bastards Of Pizzofalcone,Maurizio de Giovanni,Digital,13.9,4,Comedy,Missouri,Midwest,6/1/2023,10.22,
13475,Dead Run,P. J. Tracy,Paperback,9.44,4.5,Thriller,Michigan,Midwest,6/1/2023,6.94,154
13476,The Pier,Matt Brolly,Paperback,9.64,1,Sci-Fi,North Carolina,South,6/1/2023,7.09,200
13477,Backwash,Bill Rogers,Paperback,14.2,4,Poetry,California,West,6/1/2023,10.44,247
13478,Y is for Yesterday,Sue Grafton,Paperback,4.32,4.5,Thriller,Michigan,Midwest,6/1/2023,3.18,110
13479,Dark State,Charles Stross,Paperback,14.9,4.5,Romance,Arizona,West,6/1/2023,10.95,208
13480,15th Affair,James Patterson,Paperback,8.99,5,Comedy,California,West,6/1/2023,6.61,78
13481,Unnatural Murder: Poison at the Court of James I,Lady Anne Somerset,Hardcover,20,4,Sci-Fi,New York,Northeast,6/1/2023,14.7,129
13482,Dr Jekyll and Mr Hyde,Robert Louis Stevenson,Paperback,7.99,4.5,Thriller,North Carolina,South,6/1/2023,5.87,131
13483,Malorie,Josh Malerman,Paperback,8.99,4.5,Fantasy,Pennsylvania,Northeast,6/1/2023,6.61,105
13484,Wilful Behaviour,Donna Leon,Paperback,8.99,4,Poetry,South Dakota,Midwest,6/1/2023,6.61,125
13485,Hard Bastards,Kate Kray,Hardcover,14.9,4.5,Comedy,California,West,6/1/2023,10.95,190
13486,Cunning Folk,Unknown Author,Paperback,14.3,4.5,Sci-Fi,Pennsylvania,Northeast,6/1/2023,10.51,143
13487,The Unwanted Dead,Chris Lloyd,Paperback,10.2,4.5,Poetry,Arizona,West,6/1/2023,7.5,139
13488,Salvation In Death,J. D. Robb,Paperback,9.64,5,Romance,California,West,6/1/2023,7.09,126
13489,Sherlock Holmes: The Will of the Dead,George Mann,Hardcover,7.99,4.5,Thriller,North Carolina,South,6/1/2023,5.87,78
13490,My Murder,Katie Williams,Hardcover,20,4,Thriller,Ohio,Midwest,6/1/2023,14.7,156
13491,Tell Me Your Secret,Dorothy Koomson,Digital,9.99,5,Poetry,Florida,South,6/1/2023,7.34,
13492,The Three Secret Cities,Matthew Reilly,Paperback,8.99,4.5,Fantasy,California,West,6/1/2023,6.61,131
13493,Notes on a Scandal,Zoe Heller,Paperback,8.99,4.5,Sci-Fi,California,West,6/1/2023,6.61,125
13494,A Body In The Bath House,Lindsey Davis,Paperback,8.99,5,Thriller,Washington,West,6/1/2023,6.61,143
13495,The Mahe Circle,Georges Simenon,Paperback,8.99,4.5,Comedy,Texas,South,6/1/2023,6.61,147
13496,My Story,Ronald Kray,Paperback,6.99,5,Romance,Nevada,West,6/1/2023,5.14,128
13497,Am I Guilty?,Jackie Kabler,Paperback,8.99,4.5,Sci-Fi,California,West,6/1/2023,6.61,101
13498,The Cutting Place,Jane Casey,Paperback,7.99,4,Poetry,Ohio,Midwest,6/1/2023,5.87,107
13499,Serpentine,Jonathan Kellerman,Paperback,8.99,5,Sci-Fi,Massachusetts,Northeast,6/1/2023,6.61,113
13500,Journey to Munich,Jacqueline Winspear,Paperback,8.99,4,Poetry,Nevada,West,6/1/2023,6.61,136
13501,Collateral Damage,Mark Shaw,Hardcover,22,4.5,Non Fiction,Michigan,Midwest,6/1/2023,16.17,150
13502,The Patriot Threat,Steve Berry,Paperback,9.83,4.5,Sci-Fi,Virginia,South,6/1/2023,7.23,162
13503,Death at the Dolphin / Hand in Glove / Dead Water,Ngaio Marsh,Paperback,16.9,4.5,Romance,New Jersey,Northeast,6/1/2023,12.42,160
13504,The Crime Book,DK,Hardcover,19.9,4.5,Fantasy,Michigan,Midwest,6/1/2023,14.63,156
13505,The Last Smile in Sunder City,Luke Arnold,Paperback,8.99,4.5,Poetry,Pennsylvania,Northeast,6/1/2023,6.61,95
13506,Broken Angels,Graham Masterton,Hardcover,7.99,4.5,Comedy,Washington,West,6/1/2023,5.87,113
13507,The Terracotta Dog,Andrea Camilleri,Digital,8.99,4,Sci-Fi,New Jersey,Northeast,6/1/2023,6.61,
13508,Where The Bodies Are Buried,Chris Brookmyre,Paperback,9.99,4.5,Fantasy,California,West,6/1/2023,7.34,260
13509,The 20th Victim,James Patterson,Hardcover,20.5,4.5,Comedy,New York,Northeast,6/1/2023,15.07,156
13510,All That Lives,James Oswald,Paperback,8.99,4,Comedy,California,West,6/1/2023,6.61,95
13511,The Secret of Annexe 3,Colin Dexter,Paperback,9.99,4.5,Comedy,California,West,6/1/2023,7.34,146
13512,Chris Ryan Extreme: Night Strike,Chris Ryan,Paperback,8.99,4.5,Sci-Fi,Nevada,West,6/1/2023,6.61,160
13513,Three Debts Paid (Daniel Pitt Mystery 5),Anne Perry,Paperback,9.99,4,Romance,Virginia,South,6/1/2023,7.34,111
13514,In the Woods,Tana French,Paperback,9.99,4.5,Non Fiction,Missouri,Midwest,6/1/2023,7.34,135
13515,Her Every Fear,Peter Swanson,Paperback,8.81,1,Sci-Fi,Nevada,West,6/1/2023,6.48,108
13516,Rogue,James Swallow,Hardcover,12.9,4.5,Sci-Fi,California,West,6/1/2023,9.48,134
13517,A Question of Identity,Susan Hill,Paperback,9.99,4.5,Comedy,Missouri,Midwest,6/1/2023,7.34,163
13518,Speedy Death,Gladys Mitchell,Paperback,9.99,4,Sci-Fi,Nevada,West,6/1/2023,7.34,228
13519,The April Dead,Alan Parks,Paperback,8.99,4.5,Romance,California,West,6/1/2023,6.61,171
13520,A World of Curiosities,Louise Penny,Hardcover,16.9,4.5,Romance,Michigan,Midwest,6/1/2023,12.42,156
13521,The Litigators,John Grisham,Hardcover,9.99,4.5,Comedy,North Carolina,South,6/1/2023,7.34,152
13522,Guilty Pleasures,Laurell K. Hamilton,Paperback,66,4.5,Sci-Fi,California,West,6/1/2023,48.51,621
13523,The Scandal,Mari Hannah,Paperback,7.99,4.5,Poetry,Texas,South,6/1/2023,5.87,154
13524,Above the Bay of Angels,Rhys Bowen,Paperback,9.64,5,Poetry,Arizona,West,6/1/2023,7.09,92
13525,Murder in the Mews,Agatha Christie,Paperback,8.99,4.5,Non Fiction,North Carolina,South,6/1/2023,6.61,82
13526,Little Sister,Gytha Lodge,Hardcover,12.9,5,Non Fiction,New York,Northeast,6/1/2023,9.48,79
13527,The House of the Red Slayer,Paul Doherty,Paperback,8.99,4,Thriller,Nevada,West,6/1/2023,6.61,142
13528,One Way Out,A. A. Dhand,Paperback,8.99,4.5,Thriller,Connecticut,Northeast,6/1/2023,6.61,107
13529,The Biography of John Wayne Gacy: The Killer Clown,Harold Green,Paperback,8.66,4,Sci-Fi,Illinois,Midwest,6/1/2023,6.37,171
13530,Traitor in the Ice,K. J. Maitland,Paperback,9.99,4,Romance,Texas,South,6/1/2023,7.34,149
13531,Edith's Diary,Patricia Highsmith,Paperback,9.99,4.5,Poetry,Florida,South,6/1/2023,7.34,159
13532,The Sun Down Motel,Simone St. James,Paperback,12.9,4,Poetry,Minnesota,Midwest,6/1/2023,9.48,165
13533,The Shadow Murders,Jussi Adler-Olsen,Hardcover,20,4.5,Sci-Fi,Arkansas,South,6/1/2023,14.7,185
13534,Too Good To Be True,Ann Cleeves,Paperback,4.99,4.5,Sci-Fi,California,West,6/1/2023,3.67,124
13535,The Killer in the Snow,Alex Pine,Paperback,7.99,4.5,Poetry,Texas,South,6/1/2023,5.87,122
13536,The Teacher,Katerina Diamond,Paperback,9.99,4.5,Poetry,Missouri,Midwest,6/1/2023,7.34,95
